Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
664,"FB Chekeni, MR Elliott, JK Sandilos, SF Walk…","Pannexin 1 channels mediate 'find-me'signal release and membrane permeability during apoptosis",2010,"Nature","nature.com","https://www.nature.com/articles/nature09413","https://scholar.google.com/scholar?cites=10936266942643564291&as_sdt=800005&sciodt=0,15&hl=en",1,"2019-06-25","","","","",,,,,664,73.78,133,5,9
373,"A Kadl, AK Meher, PR Sharma, MY Lee…","Identification of a novel macrophage phenotype that develops in response to atherogenic phospholipids via Nrf2",2010,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/circresaha.109.215715","https://scholar.google.com/scholar?cites=17546544100833645472&as_sdt=800005&sciodt=0,15&hl=en",2,"2019-06-25","","","","",,,,,373,41.44,75,5,9
203,"AC Brisset, BE Isakson, BR Kwak","Connexins in vascular physiology and pathology",2009,"Antioxidants & redox signaling","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/ars.2008.2115","https://scholar.google.com/scholar?cites=9623212185933838700&as_sdt=800005&sciodt=0,15&hl=en",3,"2019-06-25","","","","",,,,,203,20.30,68,3,10
190,"AW Lohman, M Billaud, BE Isakson","Mechanisms of ATP release and signalling in the blood vessel wall",2012,"Cardiovascular research","academic.oup.com","https://academic.oup.com/cardiovascres/article-abstract/95/3/269/376915","https://scholar.google.com/scholar?cites=4812744925904003063&as_sdt=800005&sciodt=0,15&hl=en",4,"2019-06-25","","","","",,,,,190,27.14,63,3,7
148,"XF Figueroa, BE Isakson, BR Duling","Connexins: gaps in our knowledge of vascular function",2004,"Physiology","physiology.org","https://www.physiology.org/doi/abs/10.1152/physiol.00008.2004","https://scholar.google.com/scholar?cites=6383197862121679081&as_sdt=800005&sciodt=0,15&hl=en",5,"2019-06-25","","","","",,,,,148,9.87,49,3,15
150,"AC Straub, AW Lohman, M Billaud, SR Johnstone…","Endothelial cell expression of haemoglobin α regulates nitric oxide signalling",2012,"Nature","nature.com","https://www.nature.com/articles/nature11626","https://scholar.google.com/scholar?cites=3296701069789205727&as_sdt=800005&sciodt=0,15&hl=en",6,"2019-06-25","","","","",,,,,150,21.43,30,5,7
140,"BE Isakson, BR Duling","Heterocellular contact at the myoendothelial junction influences gap junction organization",2005,"Circulation research","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.res.0000173461.36221.2e","https://scholar.google.com/scholar?cites=2079645353682005948&as_sdt=800005&sciodt=0,15&hl=en",7,"2019-06-25","","","","",,,,,140,10.00,70,2,14
130,"M Billaud, AW Lohman, AC Straub…","Pannexin1 regulates α1-adrenergic receptor–mediated vasoconstriction",2011,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/circresaha.110.237594","https://scholar.google.com/scholar?cites=17323992233400678369&as_sdt=800005&sciodt=0,15&hl=en",8,"2019-06-25","","","","",,,,,130,16.25,33,4,8
128,"BE Isakson, SI Ramos, BR Duling","Ca2+ and Inositol 1,4,5-Trisphosphate–Mediated Signaling Across the Myoendothelial Junction",2007,"Circulation research","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.RES.0000257744.23795.93","https://scholar.google.com/scholar?cites=8674906979990100433&as_sdt=800005&sciodt=0,15&hl=en",9,"2019-06-25","","","","",,,,,128,10.67,43,3,12
115,"AC Straub, M Billaud, SR Johnstone…","Compartmentalized Connexin 43 S-Nitrosylation/Denitrosylation Regulates Heterocellular Communication in the Vessel Wall",2011,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/ATVBAHA.110.215939","https://scholar.google.com/scholar?cites=5401287840852706675&as_sdt=800005&sciodt=0,15&hl=en",10,"2019-06-25","","","","",,,,,115,14.38,29,4,8
