Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
51,"SD Farris, JH Hu, R Krishnan, I Emery, T Chu…","Mechanisms of Urokinase Plasminogen Activator (uPA)-mediated Atherosclerosis ROLE OF THE uPA RECEPTOR AND S100A8/A9 PROTEINS",2011,"Journal of Biological …","ASBMB","http://www.jbc.org/content/286/25/22665.short","https://scholar.google.com/scholar?cites=15237187160511611288&as_sdt=800005&sciodt=0,15&hl=en",1,"2019-06-10","","","","",,,,,51,6.38,9,6,8
95,"AD Frutkin, G Otsuka, A Stempien-Otero…","TGF-β1 limits plaque growth, stabilizes plaque structure, and prevents aortic dilation in apolipoprotein E-null mice",2009,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/ATVBAHA.109.186593","https://scholar.google.com/scholar?cites=1437216570748033840&as_sdt=800005&sciodt=0,15&hl=en",2,"2019-06-10","","","","",,,,,95,9.50,24,4,10
3,"SN Angelov, J Zhu, JH Hu, DA Dichek","What's the skinny on elastin deficiency and supravalvular aortic stenosis?",2017,"","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/ATVBAHA.117.309257","https://scholar.google.com/scholar?cites=9330439186593956660&as_sdt=800005&sciodt=0,15&hl=en",3,"2019-06-10","","","","",,,,,3,1.50,1,4,2
2,"SN Angelov, J Zhu, DA Dichek","New mouse model of abdominal aortic aneurysm: put out to expand",2017,"","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/atvbaha.117.310177","https://scholar.google.com/scholar?cites=4241354509569353625&as_sdt=800005&sciodt=0,15&hl=en",4,"2019-06-10","","","","",,,,,2,1.00,1,3,2
33,"M Jaffe, C Sesti, IM Washington, L Du…","Transforming growth factor-β signaling in myogenic cells regulates vascular morphogenesis, differentiation, and matrix synthesis",2012,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/ATVBAHA.111.238410","https://scholar.google.com/scholar?cites=13706016736305795464&as_sdt=800005&sciodt=0,15&hl=en",5,"2019-06-10","","","","",,,,,33,4.71,7,5,7
34,"H Wei, JH Hu, SN Angelov, K Fox, J Yan…","Aortopathy in a mouse model of Marfan syndrome is not mediated by altered transforming growth factor β signaling",2017,"Journal of the …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/JAHA.116.004968","https://scholar.google.com/scholar?cites=1669211484637958681&as_sdt=800005&sciodt=0,15&hl=en",6,"2019-06-10","","","","",,,,,34,17.00,6,6,2
0,"M Jaffe, C Sesti, IM Washington, L Du, N Dronadula…","Transforming Growth Factor-Signaling in Myogenic Cells Regulates Vascular Morphogenesis, Differentiation, and Matrix Synthesis",2011,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/dcce/8469156132f1d5fc2442e651152668b357b7.pdf","",7,"2019-06-10","PDF","","","",,,,,0,0.00,0,6,8
0,"A Stamatikos, N Dronadula, P Ng, D Palmer…","ABCA1 Overexpression in Endothelial Cells In Vitro Enhances ApoAI-Mediated Cholesterol Efflux and Decreases Inflammation",2019,"Human gene …","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/hum.2018.120","",8,"2019-06-10","","","","",,,,,0,0.00,0,5,1
24,"SN Angelov, JH Hu, H Wei, N Airhart…","TGF-β (transforming growth factor-β) signaling protects the thoracic and abdominal aorta from angiotensin II-induced pathology by distinct mechanisms",2017,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/ATVBAHA.117.309401","https://scholar.google.com/scholar?cites=625493564964660836&as_sdt=800005&sciodt=0,15&hl=en",9,"2019-06-10","","","","",,,,,24,12.00,5,5,2
14,"B Jiang, K Qian, L Du, I Luttrell, K Chitaley…","Helper-dependent adenovirus is superior to first-generation adenovirus for expressing transgenes in atherosclerosis-prone arteries",2011,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/atvbaha.111.225516","https://scholar.google.com/scholar?cites=1262862787942347134&as_sdt=800005&sciodt=0,15&hl=en",10,"2019-06-10","","","","",,,,,14,1.75,2,6,8
10,"BK Wacker, N Dronadula, J Zhang…","Local vascular gene therapy with apolipoprotein AI to promote regression of atherosclerosis",2017,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/atvbaha.116.308258","https://scholar.google.com/scholar?cites=9812366733524059701&as_sdt=800005&sciodt=0,15&hl=en",11,"2019-06-10","","","","",,,,,10,5.00,3,4,2
8,"JH Hu, P Touch, J Zhang, H Wei, S Liu…","Reduction of mouse atherosclerosis by urokinase inhibition or with a limited-spectrum matrix metalloproteinase inhibitor",2015,"Cardiovascular …","academic.oup.com","https://academic.oup.com/cardiovascres/article-abstract/105/3/372/457313","https://scholar.google.com/scholar?cites=17079474360473289545&as_sdt=800005&sciodt=0,15&hl=en",12,"2019-06-10","","","","",,,,,8,2.00,1,6,4
0,"AD Frutkin, G Otsuka…","National Cholesterol Awareness Month",2009,"… Thromb Vasc Biol","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/e47a/d289bb35ac2e3733309882abd6097f746e22.pdf","",13,"2019-06-10","PDF","","","",,,,,0,0.00,0,3,10
