Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
967,"H Ishihara, AJ Connolly, D Zeng, ML Kahn, YW Zheng, C Timmons, ...","Protease-activated receptor 3 is a second thrombin receptor in humans",1997,"Nature","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14656987412806120081",1,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oCSr1nUAAAAJ&pagesize=100&citation_for_view=oCSr1nUAAAAJ:3fE2CSJIrl8C",386,6624,502,506,967,43.95,138,7,22
299,"CT Griffin, Y Srinivasan, YW Zheng, W Huang, SR Coughlin","A role for thrombin receptor signaling in endothelial cells during embryonic development",2001,"Science","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6251764952140156037",2,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oCSr1nUAAAAJ&pagesize=100&citation_for_view=oCSr1nUAAAAJ:u5HHmVD_uO8C",293,5535,1666,1670,299,16.61,60,5,18
174,"H Kataoka, JR Hamilton, DD McKemy, E Camerer, YW Zheng, A Cheng, ...","Protease-activated receptors 1 and 4 mediate thrombin signaling in endothelial cells",2003,"Blood","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1923153031348595490",3,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oCSr1nUAAAAJ&pagesize=100&citation_for_view=oCSr1nUAAAAJ:u-x6o8ySG0sC",102,9,3224,3231,174,10.88,25,7,16
121,"A Gullapalli, BL Wolfe, CT Griffin, T Magnuson, JA Trejo","An essential role for SNX1 in lysosomal sorting of protease-activated receptor-1: evidence for retromer-, Hrs-, and Tsg101-independent functions of sorting nexins",2006,"Molecular biology of the cell","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9108733053561660330",4,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oCSr1nUAAAAJ&pagesize=100&citation_for_view=oCSr1nUAAAAJ:d1gkVwhDpl0C",17,3,1228,1238,121,9.31,24,5,13
114,"A Gullapalli, TA Garrett, MM Paing, CT Griffin, Y Yang, JA Trejo","A role for sorting nexin 2 in epidermal growth factor receptor down-regulation: evidence for distinct functions of sorting nexin 1 and 2 in protein trafficking",2004,"Molecular biology of the cell","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13953012502086861739",5,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oCSr1nUAAAAJ&pagesize=100&citation_for_view=oCSr1nUAAAAJ:9yKSN-GCB0IC",15,5,2143,2155,114,7.60,19,6,15
103,"CT Griffin, J Brennan, T Magnuson","The chromatin-remodeling enzyme BRG1 plays an essential role in primitive erythropoiesis and vascular development",2008,"Development","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16992920875050607438",6,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oCSr1nUAAAAJ&pagesize=100&citation_for_view=oCSr1nUAAAAJ:UeHWp8X0CEIC",135,3,493,500,103,9.36,34,3,11
83,"DG Schwarz, CT Griffin, EA Schneider, D Yee, T Magnuson","Genetic analysis of sorting nexins 1 and 2 reveals a redundant and essential function in mice",2002,"Molecular biology of the cell","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3043094208551243375",7,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oCSr1nUAAAAJ&pagesize=100&citation_for_view=oCSr1nUAAAAJ:2osOgNQ5qMEC",13,10,3588,3600,83,4.88,17,5,17
74,"CT Griffin, JA Trejo, T Magnuson","Genetic evidence for a mammalian retromer complex containing sorting nexins 1 and 2",2005,"Proceedings of the National Academy of Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8330316976625399897",8,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oCSr1nUAAAAJ&pagesize=100&citation_for_view=oCSr1nUAAAAJ:qjMakFHDy7sC",102,42,15173,15177,74,5.29,25,3,14
70,"CT Griffin, CD Curtis, RB Davis, V Muthukumar, T Magnuson","The chromatin-remodeling enzyme BRG1 modulates vascular Wnt signaling at two levels",2011,"Proceedings of the National Academy of Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3240865178801292789",9,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oCSr1nUAAAAJ&pagesize=100&citation_for_view=oCSr1nUAAAAJ:zYLM7Y9cAGgC",108,6,2282,2287,70,8.75,14,5,8
55,"CF Webb, J Bryant, M Popowski, L Allred, D Kim, J Harriss, C Schmidt, ...","The ARID family transcription factor bright is required for both hematopoietic stem cell and B lineage development",2011,"Molecular and cellular biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11739603688680406773",10,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oCSr1nUAAAAJ&pagesize=100&citation_for_view=oCSr1nUAAAAJ:Tyk-4Ss8FVUC",31,5,1041,1053,55,6.88,7,8,8
