Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
1327,"GH Guyatt, EA Akl, M Crowther, DD Gutterman…","Executive summary: antithrombotic therapy and prevention of thrombosis: American College of Chest Physicians evidence-based clinical practice guidelines",2012,"Chest","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3278060/","https://scholar.google.com/scholar?cites=1807469490305027475&as_sdt=800005&sciodt=0,15&hl=en",1,"2019-06-26","HTML","","","",,,,,1327,189.57,265,5,7
714,"FJ Miller, DD Gutterman, CD Rios, DD Heistad…","Superoxide production in vascular smooth muscle contributes to oxidative stress and impaired relaxation in atherosclerosis",1998,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.res.82.12.1298","https://scholar.google.com/scholar?cites=11642769483501685840&as_sdt=800005&sciodt=0,15&hl=en",2,"2019-06-26","","","","",,,,,714,34.00,143,5,21
523,"PO Vandvik, AM Lincoff, JM Gore, DD Gutterman…","Primary and secondary prevention of cardiovascular disease: antithrombotic therapy and prevention of thrombosis: American College of Chest Physicians evidence …",2012,"Chest","Elsevier","https://www.sciencedirect.com/science/article/pii/S0012369212601342","https://scholar.google.com/scholar?cites=18170002381752595162&as_sdt=800005&sciodt=0,15&hl=en",3,"2019-06-26","","","","",,,,,523,74.71,105,5,7
510,"GH Guyatt, EA Akl, M Crowther, DD Gutterman…","American College of Chest Physicians Antithrombotic Therapy and Prevention of Thrombosis Panel. Executive summary: antithrombotic therapy and …",2012,"Chest","","","https://scholar.google.com/scholar?cites=8713468285140424390&as_sdt=800005&sciodt=0,15&hl=en",4,"2019-06-26","CITATION","","","",,,,,510,72.86,102,5,7
453,"H Miura, JJ Bosnjak, G Ning, T Saito, M Miura…","Role for hydrogen peroxide in flow-induced dilation of human coronary arterioles",2003,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.RES.0000054200.44505.AB","https://scholar.google.com/scholar?cites=4082045341998038337&as_sdt=800005&sciodt=0,15&hl=en",5,"2019-06-26","","","","",,,,,453,28.31,76,6,16
402,"DX Zhang, DD Gutterman","Mitochondrial reactive oxygen species-mediated signaling in endothelial cells",2007,"American Journal of Physiology-Heart …","physiology.org","https://www.physiology.org/doi/abs/10.1152/ajpheart.01283.2006","https://scholar.google.com/scholar?cites=2126074467744598627&as_sdt=800005&sciodt=0,15&hl=en",6,"2019-06-26","","","","",,,,,402,33.50,201,2,12
322,"Y Liu, H Zhao, H Li, B Kalyanaraman…","Mitochondrial Sources of H2O2 Generation Play a Key Role in Flow-Mediated Dilation in Human Coronary Resistance Arteries",2003,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.res.0000091261.19387.ae","https://scholar.google.com/scholar?cites=18172244412550612471&as_sdt=800005&sciodt=0,15&hl=en",7,"2019-06-26","","","","",,,,,322,20.13,64,5,16
286,"GH Guyatt, SL Norris, S Schulman, J Hirsh…","Methodology for the development of antithrombotic therapy and prevention of thrombosis guidelines: Antithrombotic Therapy and Prevention of Thrombosis: American …",2012,"Chest","Elsevier","https://www.sciencedirect.com/science/article/pii/S0012369212601160","https://scholar.google.com/scholar?cites=5380355553173711145&as_sdt=800005&sciodt=0,15&hl=en",8,"2019-06-26","","","","",,,,,286,40.86,57,5,7
289,"H Miura, RE Wachtel, Y Liu, FR Loberiza Jr, T Saito…","Flow-Induced Dilation of Human Coronary Arterioles: Important Role of Ca2+-Activated K+ Channels",2001,"Circulation","Am Heart Assoc","https://www.ahajournals.org/doi/full/10.1161/circ.103.15.1992","https://scholar.google.com/scholar?cites=16624751687059745937&as_sdt=800005&sciodt=0,15&hl=en",9,"2019-06-26","HTML","","","",,,,,289,16.06,48,6,18
254,"CW Hogue Jr, LL Creswell, DD Gutterman, LA Fleisher","Epidemiology, mechanisms, and risks: American College of Chest Physicians guidelines for the prevention and management of postoperative atrial fibrillation after …",2005,"Chest","Elsevier","https://www.sciencedirect.com/science/article/pii/S0012369215331548","https://scholar.google.com/scholar?cites=6632410438942159635&as_sdt=800005&sciodt=0,15&hl=en",10,"2019-06-26","","","","",,,,,254,18.14,64,4,14
224,"SA Mendoza, J Fang, DD Gutterman…","TRPV4-mediated endothelial Ca2+ influx and vasodilation in response to shear stress",2009,"American Journal of …","physiology.org","https://www.physiology.org/doi/abs/10.1152/ajpheart.00854.2009","https://scholar.google.com/scholar?cites=7056950602477781983&as_sdt=800005&sciodt=0,15&hl=en",11,"2019-06-26","","","","",,,,,224,22.40,56,4,10
211,"OA Hatoum, DG Binion, MF Otterson, DD Gutterman","Acquired microvascular dysfunction in inflammatory bowel disease: loss of nitric oxide-mediated vasodilation",2003,"Gastroenterology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0016508503006991","https://scholar.google.com/scholar?cites=6900892012744163423&as_sdt=800005&sciodt=0,15&hl=en",12,"2019-06-26","","","","",,,,,211,13.19,53,4,16
214,"H Miura, Y Liu, DD Gutterman","Human Coronary Arteriolar Dilation to Bradykinin Depends on Membrane Hyperpolarization: Contribution of Nitric Oxide and Ca2+-Activated K+ Channels",1999,"Circulation","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/circ.99.24.3132","https://scholar.google.com/scholar?cites=17369089892272865541&as_sdt=800005&sciodt=0,15&hl=en",13,"2019-06-26","","","","",,,,,214,10.70,71,3,20
191,"K Toyama, H Wulff, KG Chandy, P Azam…","The intermediate-conductance calcium-activated potassium channel KCa3. 1 contributes to atherogenesis in mice and humans",2008,"The Journal of …","Am Soc Clin Investig","https://www.jci.org/articles/view/30836","https://scholar.google.com/scholar?cites=13339424856660321463&as_sdt=800005&sciodt=0,15&hl=en",14,"2019-06-26","HTML","","","",,,,,191,17.36,38,5,11
184,"AZ Hoch, NM Pajewski, LA Moraski…","Prevalence of the female athlete triad in high school athletes and sedentary students",2009,"Clinical journal of …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2848387/","https://scholar.google.com/scholar?cites=12595567271429556773&as_sdt=800005&sciodt=0,15&hl=en",15,"2019-06-26","HTML","","","",,,,,184,18.40,46,4,10
180,"H Miura, DD Gutterman","Human Coronary Arteriolar Dilation to Arachidonic Acid Depends on Cytochrome P-450 Monooxygenase and Ca2+-Activated K+ Channels",1998,"Circulation research","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.RES.83.5.501","https://scholar.google.com/scholar?cites=15046031951243472955&as_sdt=800005&sciodt=0,15&hl=en",16,"2019-06-26","","","","",,,,,180,8.57,90,2,21
165,"BT Larsen, H Miura, OA Hatoum…","Epoxyeicosatrienoic and dihydroxyeicosatrienoic acids dilate human coronary arterioles via BKCa channels: implications for soluble epoxide hydrolase inhibition",2006,"American Journal of …","physiology.org","https://www.physiology.org/doi/abs/10.1152/ajpheart.00927.2005","https://scholar.google.com/scholar?cites=8985560196209784449&as_sdt=800005&sciodt=0,15&hl=en",17,"2019-06-26","","","","",,,,,165,12.69,41,4,13
172,"H Miura, RE Wachtel, FR Loberiza Jr, T Saito…","Diabetes mellitus impairs vasodilation to hypoxia in human coronary arterioles: reduced activity of ATP-sensitive potassium channels",2003,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.RES.0000052671.53256.49","https://scholar.google.com/scholar?cites=6766609851188392679&as_sdt=800005&sciodt=0,15&hl=en",18,"2019-06-26","","","","",,,,,172,10.75,34,5,16
150,"J Ou, Z Ou, DW Jones, S Holzhauer, OA Hatoum…","L-4F, an apolipoprotein A-1 mimetic, dramatically improves vasodilation in hypercholesterolemia and sickle cell disease",2003,"Circulation","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.CIR.0000070589.61860.A9","https://scholar.google.com/scholar?cites=6712134296901610622&as_sdt=800005&sciodt=0,15&hl=en",19,"2019-06-26","","","","",,,,,150,9.38,25,6,16
153,"Y Liu, K Terata, Q Chai, H Li, LH Kleinman…","Peroxynitrite Inhibits Ca2+-Activated K+ Channel Activity in Smooth Muscle of Human Coronary Arterioles",2002,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.res.0000046003.14031.98","https://scholar.google.com/scholar?cites=684722239841646933&as_sdt=800005&sciodt=0,15&hl=en",20,"2019-06-26","","","","",,,,,153,9.00,26,6,17
148,"Y Liu, AH Bubolz, S Mendoza, DX Zhang…","H2O2 Is the Transferrable Factor Mediating Flow-Induced Dilation in Human Coronary Arterioles",2011,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/circresaha.110.237636","https://scholar.google.com/scholar?cites=18262488890375249125&as_sdt=800005&sciodt=0,15&hl=en",21,"2019-06-26","","","","",,,,,148,18.50,30,5,8
