Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
477,"RA Norris, B Damon, V Mironov, V Kasyanov, A Ramamurthi, ...","Periostin regulates collagen fibrillogenesis and the biomechanical properties of connective tissues",2007,"Journal of cellular biochemistry","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14368323119582661358",1,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:u5HHmVD_uO8C",101,3,695,711,477,39.75,80,6,12
120,"A Ramamurthi, I Vesely","Evaluation of the matrix-synthesis potential of crosslinked hyaluronan gels for tissue engineering of aortic heart valves",2005,"Biomaterials","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=151522788624048594",2,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:u-x6o8ySG0sC",26,9,999,1010,120,8.57,60,2,14
111,"EL Pardue, S Ibrahim, A Ramamurthi","Role of hyaluronan in angiogenesis and its utility to angiogenic tissue engineering",2008,"Organogenesis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13463034240346495143",3,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:zYLM7Y9cAGgC",4,4,203,214,111,10.09,37,3,11
106,"LP Amarnath, A Srinivas, A Ramamurthi","In vitro hemocompatibility testing of UV-modified hyaluronan hydrogels",2006,"Biomaterials","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13050897067373549063",4,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:qjMakFHDy7sC",27,8,1416,1424,106,8.15,35,3,13
74,"A Ramamurthi, I Vesely","Smooth muscle cell adhesion on crosslinked hyaluronan gels",2002,"Journal of biomedical materials research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8212894539097546437",5,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:d1gkVwhDpl0C",60,1,195,205,74,4.35,37,2,17
70,"B Joddar, A Ramamurthi","Elastogenic effects of exogenous hyaluronan oligosaccharides on vascular smooth muscle cells",2006,"Biomaterials","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11651517348208235265",6,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:2osOgNQ5qMEC",27,33,5698,5707,70,5.38,35,2,13
69,"B Joddar, A Ramamurthi","Fragment size-and dose-specific effects of hyaluronan on matrix synthesis by vascular smooth muscle cells",2006,"Biomaterials","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10544655220987407949",7,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:9yKSN-GCB0IC",27,15,2994,3004,69,5.31,35,2,13
62,"S Ibrahim, QK Kang, A Ramamurthi","The impact of hyaluronic acid oligomer content on physical, mechanical, and biologic properties of divinyl sulfone‐crosslinked hyaluronic acid hydrogels",2010,"Journal of Biomedical Materials Research Part A","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3633034289019756487",8,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:UebtZRa9Y70C",94,2,355,370,62,6.89,21,3,9
56,"S Ibrahim, A Ramamurthi","Hyaluronic acid cues for functional endothelialization of vascular constructs",2008,"Journal of tissue engineering and regenerative medicine","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17051310827080908350",9,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:Y0pCki6q_DkC",2,1,22,32,56,5.09,28,2,11
55,"CA Bashur, L Venkataraman, A Ramamurthi","Tissue engineering and regenerative strategies to replicate biocomplexity of vascular elastic matrix assembly",2012,"Tissue Engineering Part B: Reviews","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8625260032096062105",10,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:MXK_kJrjxJIC",18,3,203,217,55,7.86,18,3,7
54,"CR Kothapalli, A Ramamurthi","Lysyl oxidase enhances elastin synthesis and matrix formation by vascular smooth muscle cells",2009,"Journal of tissue engineering and regenerative medicine","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11325206006203776448",11,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:ufrVoPGSRksC",3,8,655,661,54,5.40,27,2,10
51,"CR Kothapalli, PM Taylor, RT Smolenski, MH Yacoub, A Ramamurthi","Transforming growth factor beta 1 and hyaluronan oligomers synergistically enhance elastin matrix regeneration by vascular smooth muscle cells",2008,"Tissue Engineering Part A","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1069452270080378018",12,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:YsMSGLbcyi4C",15,3,501,511,51,4.64,10,5,11
46,"A Ramamurthi, I Vesely","Ultraviolet light‐induced modification of crosslinked hyaluronan gels",2003,"Journal of Biomedical Materials Research Part A","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12672736403217176296",13,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:UeHWp8X0CEIC",66,2,317,329,46,2.88,23,2,16
44,"CR Kothapalli, A Ramamurthi","Copper nanoparticle cues for biomimetic cellular assembly of crosslinked elastin fibers",2009,"Acta biomaterialia","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4944255481432426406",14,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:eQOLeE2rZwMC",5,2,541,553,44,4.40,22,2,10
42,"CR Kothapalli, A Ramamurthi","Benefits of concurrent delivery of hyaluronan and IGF‐1 cues to regeneration of crosslinked elastin matrices by adult rat vascular cells",2008,"Journal of tissue engineering and regenerative medicine 2 (2‐3)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=326866859549231553",15,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gz0yNkAAAAJ&pagesize=100&citation_for_view=2gz0yNkAAAAJ:W7OEmFMy1HYC",,,106,116,42,3.82,21,2,11
