Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
329,"JA Feinstein, DW Benson, AM Dubin, MS Cohen, DM Maxey, WT Mahle, ...","Hypoplastic left heart syndrome: current considerations and expectations",2012,"Journal of the American College of Cardiology 59 (1 Supplement), S1-S","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10920626274925041253",1,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:u5HHmVD_uO8C",42,,,,329,47.00,47,7,7
188,"Y Bazilevs, MC Hsu, DJ Benson, S Sankaran, AL Marsden","Computational fluid–structure interaction: methods and application to a total cavopulmonary connection",2009,"Computational Mechanics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16379064623002753095",2,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:d1gkVwhDpl0C",45,1,77,89,188,18.80,38,5,10
176,"AL Marsden, AJ Bernstein, VM Reddy, SC Shadden, RL Spilker, FP Chan, ...","Evaluation of a novel Y-shaped extracardiac Fontan baffle using computational fluid dynamics",2009,"The Journal of Thoracic and Cardiovascular Surgery 137 (2), 394-403.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11518877767699497139",3,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:2osOgNQ5qMEC",,,2,,176,17.60,25,7,10
162,"AL Marsden, M Wang, JE Dennis, P Moin","Optimal aeroacoustic shape design using the surrogate management framework",2004,"Optimization and Engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3771709240724962140",4,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:u-x6o8ySG0sC",5,2,235,262,162,10.80,41,4,15
152,"ME Moghadam, Y Bazilevs, TY Hsia, IE Vignon-Clementel, AL Marsden","A comparison of outlet boundary treatments for prevention of backflow divergence with relevance to blood flow simulations",2011,"Computational Mechanics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12728289735580391169",5,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:IjCSPb-OGe4C",48,3,277,291,152,19.00,30,5,8
144,"AL Marsden, IE Vignon-Clementel, FP Chan, JA Feinstein, CA Taylor","Effects of exercise and respiration on hemodynamic efficiency in CFD simulations of the total cavopulmonary connection",2007,"Annals of biomedical engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12648304382409925365",6,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:9yKSN-GCB0IC",35,2,250,263,144,12.00,29,5,12
136,"AL Marsden, JA Feinstein, CA Taylor","A computational framework for derivative-free optimization of cardiovascular geometries",2008,"Computer methods in applied mechanics and engineering 197 (21-24)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17631074435093250557",7,"2019-10-04","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:qjMakFHDy7sC",,,1890,1905,136,12.36,45,3,11
128,"S Sankaran, AL Marsden","A stochastic collocation method for uncertainty quantification and propagation in cardiovascular simulations",2011,"Journal of biomechanical engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10330242134673239827",8,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:Tyk-4Ss8FVUC",133,3,31001,31001,128,16.00,64,2,8
121,"S Sankaran, ME Moghadam, AM Kahn, EE Tseng, JM Guccione, ...","Patient-specific multiscale modeling of blood flow for coronary artery bypass graft surgery",2012,"Annals of biomedical engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10411969746595705242",9,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:eQOLeE2rZwMC",40,10,2228,2242,121,17.29,20,6,7
109,"AL Marsden, OV Vasilyev, P Moin","Construction of commutative filters for LES on unstructured meshes",2002,"Journal of Computational Physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9617610429954967491",10,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:UeHWp8X0CEIC",175,2,584,603,109,6.41,36,3,17
102,"DA Steinman, Y Hoi, P Fahy, L Morris, MT Walsh, N Aristokleous, ...","Variability of computational fluid dynamics solutions for pressure and flow in a giant aneurysm: the ASME 2012 Summer Bioengineering Conference CFD Challenge",2013,"Journal of biomechanical engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6243984265138544044",11,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:YsMSGLbcyi4C",135,2,21016,21016,102,17.00,15,7,6
100,"ME Moghadam, IE Vignon-Clementel, R Figliola, AL Marsden, ...","A modular numerical method for implicit 0D/3D coupling in cardiovascular finite element simulations",2013,"Journal of Computational Physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11747666337483356538",12,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:W7OEmFMy1HYC",244,,63,79,100,16.67,20,5,6
97,"AL Marsden, M Wang, JE Dennis, P Moin","Trailing-edge noise reduction using derivative-free optimization and large-eddy simulation",2007,"Journal of Fluid Mechanics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7584120245966684122",13,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:zYLM7Y9cAGgC",572,,13,36,97,8.08,24,4,12
83,"CC Long, AL Marsden, Y Bazilevs","Shape optimization of pulsatile ventricular assist devices using FSI to minimize thrombotic risk",2014,"Computational Mechanics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10762296301116971840",14,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:8k81kl-MbHgC",54,4,921,932,83,16.60,28,3,5
82,"A Updegrove, NM Wilson, J Merkow, H Lan, AL Marsden, SC Shadden","SimVascular: an open source pipeline for cardiovascular simulation",2017,"Annals of biomedical engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=170432817809913598",15,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=v-KSymAAAAAJ&pagesize=100&citation_for_view=v-KSymAAAAAJ:-_dYPAW6P2MC",45,3,525,541,82,41.00,14,6,2
