Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
971,"KS Cunningham, AI Gotlieb","The role of shear stress in the pathogenesis of atherosclerosis",2005,"Laboratory investigation","nature.com","https://www.nature.com/articles/3700215?draft=journal","https://scholar.google.com/scholar?cites=16024655158313659447&as_sdt=800005&sciodt=0,15&hl=en",1,"2019-06-27","","","","",,,,,971,69.36,486,2,14
481,"AC Liu, VR Joag, AI Gotlieb","The emerging role of valve interstitial cell phenotypes in regulating heart valve pathobiology",2007,"The American journal of pathology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0002944010624030","https://scholar.google.com/scholar?cites=10724403356357018720&as_sdt=800005&sciodt=0,15&hl=en",2,"2019-06-27","HTML","","","",,,,,481,40.08,160,3,12
432,"PL Walpola, AI Gotlieb, MI Cybulsky…","Expression of ICAM-1 and VCAM-1 and monocyte adherence in arteries exposed to altered shear stress",1995,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.ATV.15.1.2","https://scholar.google.com/scholar?cites=11611280275705448042&as_sdt=800005&sciodt=0,15&hl=en",3,"2019-06-27","","","","",,,,,432,18.00,108,4,24
382,"JL Cox, DA Chiasson, AI Gotlieb","Stranger in a strange land: the pathogenesis of saphenous vein graft stenosis with emphasis on structural and functional differences between veins and arteries",1991,"Progress in cardiovascular diseases","Elsevier","https://www.sciencedirect.com/science/article/pii/003306209190019I","https://scholar.google.com/scholar?cites=674912313905492358&as_sdt=800005&sciodt=0,15&hl=en",4,"2019-06-27","","","","",,,,,382,13.64,127,3,28
371,"BH Strauss, RJ Chisholm, FW Keeley…","Extracellular matrix remodeling after balloon angioplasty injury in a rabbit model of restenosis.",1994,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/res.75.4.7923611","https://scholar.google.com/scholar?cites=15966670613624780666&as_sdt=800005&sciodt=0,15&hl=en",5,"2019-06-27","","","","",,,,,371,14.84,93,4,25
254,"AI Gotlieb, LMB May, L Subrahmanyan…","Distribution of microtubule organizing centers in migrating sheets of endothelial cells.",1981,"The Journal of Cell …","jcb.rupress.org","http://jcb.rupress.org/content/91/2/589.abstract","https://scholar.google.com/scholar?cites=9175892099548374309&as_sdt=800005&sciodt=0,15&hl=en",6,"2019-06-27","","","","",,,,,254,6.68,64,4,38
249,"MD Silver, AI Gotlieb, FJ Schoen","Cardiovascular pathology",2001,"","Churchill Livingstone","","https://scholar.google.com/scholar?cites=2975718375434082880&as_sdt=800005&sciodt=0,15&hl=en",7,"2019-06-27","CITATION","","","",,,,,249,13.83,83,3,18
222,"DL Mulholland, AI Gotlieb","Cell biology of valvular interstitial cells.",1996,"The Canadian journal of cardiology","europepmc.org","https://europepmc.org/abstract/med/8624972","https://scholar.google.com/scholar?cites=13498892237097820059&as_sdt=800005&sciodt=0,15&hl=en",8,"2019-06-27","","","","",,,,,222,9.65,111,2,23
218,"S Noria, DB Cowan, AI Gotlieb, BL Langille","Transient and steady-state effects of shear stress on endothelial cell adherens junctions",1999,"Circulation research","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.RES.85.6.504","https://scholar.google.com/scholar?cites=15597437080173621292&as_sdt=800005&sciodt=0,15&hl=en",9,"2019-06-27","","","","",,,,,218,10.90,55,4,20
205,"ZS Jackson, AI Gotlieb, BL Langille","Wall tissue remodeling regulates longitudinal tension in arteries",2002,"Circulation research","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.res.0000016481.87703.cc","https://scholar.google.com/scholar?cites=14041003139952126532&as_sdt=800005&sciodt=0,15&hl=en",10,"2019-06-27","","","","",,,,,205,12.06,68,3,17
