Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
246,"BG Petrich, P Marchese, ZM Ruggeri…","Talin is required for integrin-mediated platelet function in hemostasis and thrombosis",2007,"Journal of …","jem.rupress.org","http://jem.rupress.org/content/204/13/3103.short","https://scholar.google.com/scholar?cites=4520884568039128227&as_sdt=800005&sciodt=0,15&hl=en",1,"2019-06-20","","","","",,,,,246,20.50,62,4,12
157,"CT Lefort, J Rossaint, M Moser, BG Petrich, A Zarbock…","Distinct roles for talin-1 and kindlin-3 in LFA-1 extension and affinity regulation",2012,"Blood","Am Soc Hematology","http://www.bloodjournal.org/content/119/18/4275?variant=full-text","https://scholar.google.com/scholar?cites=15414959919077276978&as_sdt=800005&sciodt=0,15&hl=en",2,"2019-06-20","","","","",,,,,157,22.43,26,6,7
151,"BG Petrich, X Gong, DL Lerner, X Wang…","c-Jun N-terminal kinase activation mediates downregulation of connexin43 in cardiomyocytes",2002,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.RES.0000035854.11082.01","https://scholar.google.com/scholar?cites=13781223902641486372&as_sdt=800005&sciodt=0,15&hl=en",3,"2019-06-20","","","","",,,,,151,8.88,30,5,17
144,"BG Petrich, Y Wang","Stress-activated MAP kinases in cardiac remodeling and heart failure: new insights from transgenic studies",2004,"Trends in cardiovascular medicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S1050173803001920","https://scholar.google.com/scholar?cites=16389845930349932679&as_sdt=800005&sciodt=0,15&hl=en",4,"2019-06-20","HTML","","","",,,,,144,9.60,72,2,15
130,"E Gutierrez, BG Petrich, SJ Shattil, MH Ginsberg…","Microfluidic devices for studies of shear-dependent platelet adhesion",2008,"Lab on a Chip","pubs.rsc.org","https://pubs.rsc.org/en/content/articlehtml/2008/lc/b804795b","https://scholar.google.com/scholar?cites=12862811033839370669&as_sdt=800005&sciodt=0,15&hl=en",5,"2019-06-20","HTML","","","",,,,,130,11.82,26,5,11
115,"BG Petrich, P Fogelstrand, AW Partridge…","The antithrombotic potential of selective blockade of talin-dependent integrin αIIbβ3 (platelet GPIIb–IIIa) activation",2007,"The Journal of …","Am Soc Clin Investig","https://www.jci.org/articles/view/31024","https://scholar.google.com/scholar?cites=3564520020597306536&as_sdt=800005&sciodt=0,15&hl=en",6,"2019-06-20","HTML","","","",,,,,115,9.58,29,4,12
107,"BG Petrich, JD Molkentin, Y Wang","Temporal activation of c-Jun N-terminal kinase in adult transgenic heart via cre-loxP-mediated DNA recombination",2003,"The FASEB Journal","fasebj.org","https://www.fasebj.org/doi/abs/10.1096/fj.02-0438fje","https://scholar.google.com/scholar?cites=6391004436522274408&as_sdt=800005&sciodt=0,15&hl=en",7,"2019-06-20","","","","",,,,,107,6.69,36,3,16
106,"BG Petrich, BC Eloff, DL Lerner, A Kovacs…","Targeted activation of c-Jun N-terminal kinase in vivo induces restrictive cardiomyopathy and conduction defects",2004,"Journal of Biological …","ASBMB","http://www.jbc.org/content/279/15/15330.short","https://scholar.google.com/scholar?cites=9035668335484247461&as_sdt=800005&sciodt=0,15&hl=en",8,"2019-06-20","","","","",,,,,106,7.07,21,5,15
87,"F Ye, BG Petrich, P Anekal, CT Lefort, A Kasirer-Friede…","The mechanism of kindlin-mediated activation of integrin αIIbβ3",2013,"Current Biology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0960982213011974","https://scholar.google.com/scholar?cites=12863670298654919293&as_sdt=800005&sciodt=0,15&hl=en",9,"2019-06-20","HTML","","","",,,,,87,14.50,15,6,6
75,"Y Wang, RI Litvinov, X Chen, TL Bach…","Loss of PIP5KIγ, unlike other PIP5KI isoforms, impairs the integrity of the membrane cytoskeleton in murine megakaryocytes",2008,"The Journal of …","Am Soc Clin Investig","https://www.jci.org/articles/view/34239","https://scholar.google.com/scholar?cites=3130394662610908960&as_sdt=800005&sciodt=0,15&hl=en",10,"2019-06-20","HTML","","","",,,,,75,6.82,15,5,11
