Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
1259,"A Daugherty, JL Dunn, DL Rateri, JW Heinecke","Myeloperoxidase, a catalyst for lipoprotein oxidation, is expressed in human atherosclerotic lesions.",1994,"The Journal of clinical investigation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3329294944095566864",1,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:u5HHmVD_uO8C",94,1,437,444,1259,50.36,315,4,25
1119,"A Daugherty, MW Manning, LA Cassis","Angiotensin II promotes atherosclerotic lesions and aneurysms in apolipoprotein E–deficient mice",2000,"The Journal of clinical investigation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10367352143822915195",2,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:u-x6o8ySG0sC",105,11,1605,1612,1119,58.89,373,3,19
889,"EM Antman, JS Bennett, A Daugherty, C Furberg, H Roberts, KA Taubert","Use of nonsteroidal antiinflammatory drugs: an update for clinicians: a scientific statement from the American Heart Association",2007,"Circulation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8305149349594469315",3,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:d1gkVwhDpl0C",115,12,1634,1642,889,74.08,148,6,12
542,"DJ Rader, A Daugherty","Translating molecular discoveries into new therapies for atherosclerosis",2008,"Nature","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8383396274211332731",4,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:UeHWp8X0CEIC",451,7181,904,904,542,49.27,271,2,11
481,"J Golledge, J Muller, A Daugherty, P Norman","Abdominal aortic aneurysm: pathogenesis and implications for management",2006,"Arteriosclerosis, thrombosis, and vascular biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2609668545906721291",5,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:W7OEmFMy1HYC",26,12,2605,2613,481,37.00,120,4,13
470,"SC Whitman, P Ravisankar, A Daugherty","Interleukin-18 Enhances Atherosclerosis in Apolipoprotein E−/− Mice Through Release of Interferon-γ",2002,"Circulation research 90 (2), e34-","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13095167046670967333",6,"2019-05-15","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:9yKSN-GCB0IC",,,38,,470,27.65,157,3,17
426,"A Daugherty, LA Cassis","Mouse models of abdominal aortic aneurysms",2004,"Arteriosclerosis, thrombosis, and vascular biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6493870559538056733",7,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:zYLM7Y9cAGgC",24,3,429,434,426,28.40,213,2,15
409,"SC Whitman, P Ravisankar, H Elam, A Daugherty","Exogenous interferon-γ enhances atherosclerosis in apolipoprotein E−/− mice",2000,"The American journal of pathology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1713644714454735493",8,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:2osOgNQ5qMEC",157,6,1819,1824,409,21.53,102,4,19
339,"CM Boustany, K Bharadwaj, A Daugherty, DR Brown, DC Randall, ...","Activation of the systemic and adipose renin-angiotensin system in rats with diet-induced obesity and hypertension",2004,"American Journal of Physiology-Regulatory, Integrative and Comparative …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5187797625998412249",9,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:YsMSGLbcyi4C",,,,,339,22.60,57,6,15
330,"K Saraff, F Babamusta, LA Cassis, A Daugherty","Aortic dissection precedes formation of aneurysms and atherosclerosis in angiotensin II-infused, apolipoprotein E-deficient mice",2003,"Arteriosclerosis, thrombosis, and vascular biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17126723829679761788",10,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:hqOjcs7Dif8C",23,9,1621,1626,330,20.63,83,4,16
295,"MW Manning, LA Cassis, A Daugherty","Differential effects of doxycycline, a broad-spectrum matrix metalloproteinase inhibitor, on angiotensin II–induced atherosclerosis and abdominal aortic aneurysms",2003,"Arteriosclerosis, thrombosis, and vascular biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14054024779455496276",11,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:Tyk-4Ss8FVUC",23,3,483,488,295,18.44,98,3,16
292,"A Daugherty","Mouse models of atherosclerosis",2002,"The American journal of the medical sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12198676475100539878",12,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:KI9T_ytC6pkC",323,1,3,10,292,17.18,292,1,17
286,"A Daugherty, E Puré, D Delfel-Butteiger, S Chen, J Leferovich, ...","The effects of total lymphocyte deficiency on the extent of atherosclerosis in apolipoprotein E-/-mice.",1997,"The Journal of clinical investigation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12049765344796999579",13,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:qjMakFHDy7sC",100,6,1575,1580,286,13.00,48,6,22
267,"A Daugherty, MW Manning, LA Cassis","Antagonism of AT2 receptors augments angiotensin II‐induced abdominal aortic aneurysms and atherosclerosis",2001,"British journal of pharmacology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12342949392348515225",14,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:ufrVoPGSRksC",134,4,865,870,267,14.83,89,3,18
260,"A Daugherty, DL Rateri, H Lu, T Inagami, LA Cassis","Hypercholesterolemia Stimulates Angiotensin Peptide Synthesis and Contributes to Atherosclerosis Through the AT1A Receptor",2004,"Circulation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11025137833035106393",15,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:UebtZRa9Y70C",110,25,3849,3857,260,17.33,52,5,15
252,"VL King, SJ Szilvassy, A Daugherty","Interleukin-4 deficiency decreases atherosclerotic lesion formation in a site-specific manner in female LDL receptor−/− mice",2002,"Arteriosclerosis, thrombosis, and vascular biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4831716299043029351",16,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=y_uddokAAAAJ&pagesize=100&citation_for_view=y_uddokAAAAJ:LkGwnXOMwfcC",22,3,456,461,252,14.82,84,3,17
