Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
224,"CK Thodeti, B Matthews, A Ravi, A Mammoto, K Ghosh, AL Bracha, ...","TRPV4 channels mediate cyclic strain–induced endothelial cell reorientation through integrin-to-integrin signaling",2009,"Circulation research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5246429953236959726",1,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ncK4kDoAAAAJ&pagesize=100&citation_for_view=ncK4kDoAAAAJ:9yKSN-GCB0IC",104,9,1123,1130,224,22.40,32,7,10
206,"Kumar, C,T., Reddy, V. K., Prasad, M., Thyagaraju, K., and Reddanna, P.","Dietary supplementation of vitamin E protects heart tissue from exercise-induced oxidant stress.",1992,"Molecular and Cellular Biochemistry 111, 109-115.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=427146581717988854",2,"2019-05-16","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ncK4kDoAAAAJ&pagesize=100&citation_for_view=ncK4kDoAAAAJ:nb7KW1ujOQ8C",,,,,206,7.63,19,11,27
177,"K Ghosh, CK Thodeti, AC Dudley, A Mammoto, M Klagsbrun, DE Ingber","Tumor-derived endothelial cells exhibit aberrant Rho-mediated mechanosensing and abnormal angiogenesis in vitro",2008,"Proceedings of the National Academy of Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3649129391470810139",3,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ncK4kDoAAAAJ&pagesize=100&citation_for_view=ncK4kDoAAAAJ:2osOgNQ5qMEC",105,32,11305,11310,177,16.09,30,6,11
158,"N Xia, CK Thodeti, TP Hunt, Q Xu, M Ho, GM Whitesides, R Westervelt, ...","Directional control of cell motility through focal adhesion positioning and spatial control of Rac activation",2008,"The FASEB journal","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10341548157588973540",4,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ncK4kDoAAAAJ&pagesize=100&citation_for_view=ncK4kDoAAAAJ:d1gkVwhDpl0C",22,6,1649,1659,158,14.36,20,8,11
154,"BD Matthews, CK Thodeti, JD Tytell, A Mammoto, DR Overby, DE Ingber","Ultra-rapid activation of TRPV4 ion channels by mechanical forces applied to cell surface β1 integrins",2010,"Integrative Biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15234933985072585961",5,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ncK4kDoAAAAJ&pagesize=100&citation_for_view=ncK4kDoAAAAJ:_FxGoFyzp5QC",2,9,435,442,154,17.11,26,6,9
138,"N Kawaguchi, C Sundberg, M Kveiborg, B Moghadaszadeh, M Asmar, ...","ADAM12 induces actin cytoskeleton and extracellular matrix reorganization during early adipocyte differentiation by regulating β1 integrin function",2003,"J Cell Sci","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12844088942122972275",6,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ncK4kDoAAAAJ&pagesize=100&citation_for_view=ncK4kDoAAAAJ:u-x6o8ySG0sC",116,19,3893,3904,138,8.63,23,6,16
138,"CK Thodeti, R Albrechtsen, M Grauslund, M Asmar, C Larsson, Y Takada, ...","ADAM12/Syndecan-4 signaling promotes β1Integrin-dependent cell spreading through protein kinase Cα and RhoA",2003,"Journal of Biological Chemistry","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11726682792236617445",7,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ncK4kDoAAAAJ&pagesize=100&citation_for_view=ncK4kDoAAAAJ:u5HHmVD_uO8C",278,11,9576,9584,138,8.63,20,7,16
125,"TJ Chancellor, J Lee, CK Thodeti, T Lele","Actomyosin tension exerted on the nucleus through nesprin-1 connections influences endothelial cell adhesion, migration, and cyclic strain-induced reorientation",2010,"Biophysical journal","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9155648981718471852",8,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ncK4kDoAAAAJ&pagesize=100&citation_for_view=ncK4kDoAAAAJ:WF5omc3nYNoC",99,1,115,123,125,13.89,31,4,9
94,"RK Adapala, RJ Thoppil, DJ Luther, S Paruchuri, JG Meszaros, ...","TRPV4 channels mediate cardiac fibroblast differentiation by integrating mechanical and soluble signals",2013,"Journal of molecular and cellular cardiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15199171045026301584",9,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ncK4kDoAAAAJ&pagesize=100&citation_for_view=ncK4kDoAAAAJ:qxL8FJ1GzNcC",54,,45,52,94,15.67,16,6,6
91,"SO Rahaman, LM Grove, S Paruchuri, BD Southern, S Abraham, ...","TRPV4 mediates myofibroblast differentiation and pulmonary fibrosis in mice",2014,"The Journal of clinical investigation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1093461667884908242",10,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ncK4kDoAAAAJ&pagesize=100&citation_for_view=ncK4kDoAAAAJ:2P1L_qKh6hAC",124,12,5225,5238,91,18.20,15,6,5
