Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
395,"GE Davis, KJ Bayless, MJ Davis, GA Meininger","Regulation of tissue injury responses by the exposure of matricryptic sites within extracellular matrix molecules",2000,"The American journal of pathology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5786467367656164510",1,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=M2sw3pYAAAAJ&pagesize=100&citation_for_view=M2sw3pYAAAAJ:u-x6o8ySG0sC",156,5,1489,1489,395,20.79,99,4,19
373,"GA Meininger, MJ Davis","Cellular mechanisms involved in the vascular myogenic response",1992,"American Journal of Physiology-Heart and Circulatory Physiology 263 (3 …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16961671505586959478",2,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=M2sw3pYAAAAJ&pagesize=100&citation_for_view=M2sw3pYAAAAJ:u5HHmVD_uO8C",,,,,373,13.81,187,2,27
259,"KJ Bayless, GA Meininger, JM Scholtz, GE Davis","Osteopontin is a ligand for the alpha4beta1 integrin",1998,"Journal of cell science","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18032435372729071703",3,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=M2sw3pYAAAAJ&pagesize=100&citation_for_view=M2sw3pYAAAAJ:d1gkVwhDpl0C",111,9,1165,1174,259,12.33,65,4,21
246,"MA Hill, H Zou, SJ Potocnik, GA Meininger, MJ Davis","Invited Review: Arteriolar smooth muscle mechanotransduction: Ca2+ signaling pathways underlying myogenic reactivity",2001,"Journal of applied physiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4336684579143640342",4,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=M2sw3pYAAAAJ&pagesize=100&citation_for_view=M2sw3pYAAAAJ:UeHWp8X0CEIC",91,2,973,983,246,13.67,49,5,18
211,"LA Martinez-Lemus, MA Hill, GA Meininger","The plastic nature of the vascular wall: a continuum of remodeling events contributing to control of arteriolar diameter and structure",2009,"Physiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3633195811093783796",5,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=M2sw3pYAAAAJ&pagesize=100&citation_for_view=M2sw3pYAAAAJ:mVmsd5A6BfQC",24,1,45,57,211,21.10,70,3,10
205,"XJ Musacchia, DR Deavers, GA Meininger, TP Davis","A model for hypokinesia: effects on muscle atrophy in the rat",1980,"Journal of Applied Physiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7726208672149546968",6,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=M2sw3pYAAAAJ&pagesize=100&citation_for_view=M2sw3pYAAAAJ:9yKSN-GCB0IC",48,3,479,486,205,5.26,51,4,39
193,"X Wu, JE Mogford, SH Platts, GE Davis, GA Meininger, MJ Davis","Modulation of calcium current in arteriolar smooth muscle by αvβ3 and α5β1 integrin ligands",1998,"The Journal of cell biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13606398239109254536",7,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=M2sw3pYAAAAJ&pagesize=100&citation_for_view=M2sw3pYAAAAJ:qjMakFHDy7sC",143,1,241,252,193,9.19,32,6,21
192,"H Qiu, Y Zhu, Z Sun, JP Trzeciakowski, M Gansner, C Depre, ...","Vascular smooth muscle cell stiffness as a mechanism for increased aortic stiffness with aging",2010,"Circulation research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16704753652188716221",8,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=M2sw3pYAAAAJ&pagesize=100&citation_for_view=M2sw3pYAAAAJ:RYcK_YlVTxYC",107,5,615,619,192,21.33,27,7,9
191,"GA Meininger, DC Zawieja, JC Falcone, MA Hill, JP Davey","Calcium measurement in isolated arterioles during myogenic and agonist stimulation",1991,"American Journal of Physiology-Heart and Circulatory Physiology 261 (3 …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7383319537607005990",9,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=M2sw3pYAAAAJ&pagesize=100&citation_for_view=M2sw3pYAAAAJ:2osOgNQ5qMEC",,,,,191,6.82,38,5,28
175,"MJ Davis, XIN Wu, TR Nurkiewicz, J Kawasaki, GE Davis, MA Hill, ...","Integrins and mechanotransduction of the vascular myogenic response",2001,"American Journal of Physiology-Heart and Circulatory Physiology 280 (4 …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2124922790211834920",10,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=M2sw3pYAAAAJ&pagesize=100&citation_for_view=M2sw3pYAAAAJ:Tyk-4Ss8FVUC",,,,,175,9.72,25,7,18
169,"X Wu, GE Davis, GA Meininger, E Wilson, MJ Davis","Regulation of the L-type calcium channel by α5β1 integrin requires signaling between focal adhesion proteins",2001,"Journal of Biological Chemistry","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6669695351766921300",11,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=M2sw3pYAAAAJ&pagesize=100&citation_for_view=M2sw3pYAAAAJ:WF5omc3nYNoC",276,32,30285,30285,169,9.39,34,5,18
