Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
187,"CD Rillahan, A Antonopoulos, CT Lefort, R Sonon, P Azadi, K Ley, A Dell, ...","Global metabolic inhibitors of sialyl-and fucosyltransferases remodel the glycome",2012,"Nature chemical biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16122850483528948885",1,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:u-x6o8ySG0sC",8,7,661,661,187,26.71,23,8,7
155,"CT Lefort, J Rossaint, M Moser, BG Petrich, A Zarbock, SJ Monkley, ...","Distinct roles for talin-1 and kindlin-3 in LFA-1 extension and affinity regulation",2012,"Blood","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15414959919077276978",2,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:u5HHmVD_uO8C",119,18,4275,4282,155,22.14,22,7,7
86,"F Ye, BG Petrich, P Anekal, CT Lefort, A Kasirer-Friede, SJ Shattil, ...","The mechanism of kindlin-mediated activation of integrin αIIbβ3",2013,"Current Biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12863670298654919293",3,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:Y0pCki6q_DkC",23,22,2288,2295,86,14.33,12,7,6
84,"CT Lefort, K Ley","Neutrophil arrest by LFA-1 activation",2012,"Frontiers in immunology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17670813555098535345",4,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:qjMakFHDy7sC",3,,157,157,84,12.00,42,2,7
60,"A Stadtmann, G Germena, H Block, M Boras, J Rossaint, P Sundd, ...","The PSGL-1–L-selectin signaling complex regulates neutrophil adhesion under flow",2013,"Journal of Experimental Medicine","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15455170554837558818",5,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:YsMSGLbcyi4C",210,11,2171,2180,60,10.00,9,7,6
58,"CT Lefort, YM Hyun, JB Schultz, FY Law, RE Waugh, PA Knauf, M Kim","Outside-in signal transmission by conformational changes in integrin Mac-1",2009,"The Journal of Immunology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11803971545389174400",6,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:d1gkVwhDpl0C",183,10,6460,6468,58,5.80,8,7,10
47,"J Tang, A Zarbock, I Gomez, CL Wilson, CT Lefort, A Stadtmann, B Bell, ...","Adam17-dependent shedding limits early neutrophil influx but does not alter early monocyte recruitment to inflammatory sites",2011,"Blood","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2102966144170582693",7,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:2osOgNQ5qMEC",118,3,786,794,47,5.88,6,8,8
47,"YM Hyun, CT Lefort, M Kim","Leukocyte integrins and their ligand interactions",2009,"Immunologic research 45 (2-3)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9219907752192925343",8,"2019-05-16","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:9yKSN-GCB0IC",,,195,208,47,4.70,16,3,10
32,"CT Lefort, K Wojciechowski, DC Hocking","N-cadherin cell-cell adhesion complexes are regulated by fibronectin matrix assembly",2011,"Journal of Biological Chemistry","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10458852843515133866",9,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:IjCSPb-OGe4C",286,4,3149,3160,32,4.00,11,3,8
26,"X Hu, S Kang, C Lefort, M Kim, MM Jin","Combinatorial libraries against libraries for selecting neoepitope activation-specific antibodies",2010,"Proceedings of the National Academy of Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15796894064868986757",10,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:zYLM7Y9cAGgC",107,14,6252,6257,26,2.89,5,5,9
19,"NK Kaba, J Schultz, FY Law, CT Lefort, G Martel-Gallegos, M Kim, ...","Inhibition of Na+/H+ exchanger enhances low pH-induced L-selectin shedding and β2-integrin surface expression in human neutrophils",2008,"American Journal of Physiology-Cell Physiology 295 (5), C1454-C","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5062101160845213781",11,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:UeHWp8X0CEIC",1463,,,,19,1.73,3,7,11
17,"M Bai, R Grieshaber-Bouyer, J Wang, AB Schmider, ZS Wilson, L Zeng, ...","CD177 modulates human neutrophil migration through activation-mediated integrin and chemoreceptor regulation",2017,"Blood","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2859818365314372606",12,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:hqOjcs7Dif8C",130,19,2092,2100,17,8.50,2,7,2
11,"CT Lefort, M Kim","Human T lymphocyte isolation, culture and analysis of migration in vitro",2010,"JoVE (Journal of Visualized Experiments)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9554665335644977255",13,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:Tyk-4Ss8FVUC",,,2017,,11,1.22,6,2,9
5,"ZS Wilson, LB Ahn, WS Serratelli, MD Belley, J Lomas-Neira, M Sen, ...","Activated β2 Integrins Restrict Neutrophil Recruitment during Murine Acute Pseudomonal Pneumonia",2017,"American journal of respiratory cell and molecular biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16513696028993038418",14,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:Se3iqnhoufwC",56,5,620,627,5,2.50,1,7,2
4,"CT Lefort, YM Hyun, M Kim","Monitoring integrin activation by fluorescence resonance energy transfer",2011,"Integrin and Cell Adhesion Molecules","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16018805548858448100",15,"2019-05-16","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YP2j4AUAAAAJ&pagesize=100&citation_for_view=YP2j4AUAAAAJ:eQOLeE2rZwMC",,,205,214,4,0.50,1,3,8
