Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
9958,"CE Murry, RB Jennings, KA Reimer","Preconditioning with ischemia: a delay of lethal cell injury in ischemic myocardium.",1986,"Circulation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14447731252484378385,3856944532103378875,2819030820104946749",1,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vIQDfNgAAAAJ&pagesize=100&citation_for_view=vIQDfNgAAAAJ:u5HHmVD_uO8C",74,5,1124,1136,9958,301.76,3319,3,33
2553,"CE Murry, MH Soonpaa, H Reinecke, H Nakajima, HO Nakajima, ...","Haematopoietic stem cells do not transdifferentiate into cardiac myocytes in myocardial infarcts",2004,"Nature","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18220750807575844921",2,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vIQDfNgAAAAJ&pagesize=100&citation_for_view=vIQDfNgAAAAJ:u-x6o8ySG0sC",428,6983,664,664,2553,170.20,426,6,15
2003,"MA Laflamme, KY Chen, AV Naumova, V Muskheli, JA Fugate, SK Dupras, ...","Cardiomyocytes derived from human embryonic stem cells in pro-survival factors enhance function of infarcted rat hearts",2007,"Nature biotechnology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5479956102154709213",3,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vIQDfNgAAAAJ&pagesize=100&citation_for_view=vIQDfNgAAAAJ:9yKSN-GCB0IC",25,9,1015,1015,2003,166.92,286,7,12
1552,"CE Murry, G Keller","Differentiation of embryonic stem cells to clinically relevant populations: lessons from embryonic development",2008,"Cell","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7591992429802058897",4,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vIQDfNgAAAAJ&pagesize=100&citation_for_view=vIQDfNgAAAAJ:IjCSPb-OGe4C",132,4,661,680,1552,141.09,776,2,11
1406,"S Jono, MD McKee, CE Murry, A Shioi, Y Nishizawa, K Mori, H Morii, ...","Phosphate regulation of vascular smooth muscle cell calcification",2000,"Circulation research 87 (7), e10-","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10042314840677367285",5,"2019-05-16","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vIQDfNgAAAAJ&pagesize=100&citation_for_view=vIQDfNgAAAAJ:d1gkVwhDpl0C",,,17,,1406,74.00,176,8,19
1044,"MA Laflamme, CE Murry","Regenerating the heart",2005,"Nature biotechnology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=866361746126437916",6,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vIQDfNgAAAAJ&pagesize=100&citation_for_view=vIQDfNgAAAAJ:UeHWp8X0CEIC",23,7,845,845,1044,74.57,522,2,14
931,"M Zhang, D Methot, V Poppa, Y Fujio, K Walsh, CE Murry","Cardiomyocyte grafting for cardiac repair: graft cell death and anti-death strategies",2001,"Journal of molecular and cellular cardiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2718618637055178852",7,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vIQDfNgAAAAJ&pagesize=100&citation_for_view=vIQDfNgAAAAJ:zYLM7Y9cAGgC",33,5,907,921,931,51.72,155,6,18
918,"CE Murry, VJ Richard, KA Reimer, RB Jennings","Ischemic preconditioning slows energy metabolism and delays ultrastructural damage during a sustained ischemic episode.",1990,"Circulation research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5904246040997805851",8,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vIQDfNgAAAAJ&pagesize=100&citation_for_view=vIQDfNgAAAAJ:qjMakFHDy7sC",66,4,913,931,918,31.66,230,4,29
914,"MA Laflamme, CE Murry","Heart regeneration",2011,"Nature","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1748286244037457649",9,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vIQDfNgAAAAJ&pagesize=100&citation_for_view=vIQDfNgAAAAJ:qUcmZB5y_30C",473,7347,326,326,914,114.25,457,2,8
860,"CE Murry, RW Wiseman, SM Schwartz, SD Hauschka","Skeletal myoblast transplantation for repair of myocardial necrosis.",1996,"The Journal of clinical investigation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17452194761606212553",10,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vIQDfNgAAAAJ&pagesize=100&citation_for_view=vIQDfNgAAAAJ:2osOgNQ5qMEC",98,11,2512,2523,860,37.39,215,4,23
