Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
664,"AW Orr, BP Helmke, BR Blackman, MA Schwartz","Mechanisms of mechanotransduction",2006,"Developmental cell","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7834178938105791755",1,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPjRdh0AAAAJ&pagesize=100&citation_for_view=UPjRdh0AAAAJ:u-x6o8ySG0sC",10,1,11,20,664,51.08,166,4,13
656,"A Katsumi, AW Orr, E Tzima, MA Schwartz","Integrins in mechanotransduction",2004,"Journal of Biological Chemistry","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9489741438295574947",2,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPjRdh0AAAAJ&pagesize=100&citation_for_view=UPjRdh0AAAAJ:u5HHmVD_uO8C",279,13,12001,12004,656,43.73,164,4,15
254,"AW Orr, JM Sanders, M Bevard, E Coleman, IJ Sarembock, MA Schwartz","The subendothelial extracellular matrix modulates NF-κB activation by flow: a potential role in atherosclerosis",2005,"J Cell Biol","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8089138867857301010",3,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPjRdh0AAAAJ&pagesize=100&citation_for_view=UPjRdh0AAAAJ:d1gkVwhDpl0C",169,1,191,202,254,18.14,42,6,14
224,"AW Orr, NE Hastings, BR Blackman, BR Wamhoff","Complex regulation and function of the inflammatory smooth muscle cell phenotype in atherosclerosis",2010,"Journal of vascular research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8725891064331630",4,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPjRdh0AAAAJ&pagesize=100&citation_for_view=UPjRdh0AAAAJ:2osOgNQ5qMEC",47,2,168,180,224,24.89,56,4,9
165,"S Goicoechea, AW Orr, MA Pallero, P Eggleton, JE Murphy-Ullrich","Thrombospondin mediates focal adhesion disassembly through interactions with cell surface calreticulin",2000,"Journal of Biological Chemistry","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2800133456909004668",5,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPjRdh0AAAAJ&pagesize=100&citation_for_view=UPjRdh0AAAAJ:9yKSN-GCB0IC",275,46,36358,36368,165,8.68,33,5,19
164,"AW Orr, CA Elzie, DF Kucik, JE Murphy-Ullrich","Thrombospondin signaling through the calreticulin/LDL receptor-related protein co-complex stimulates random and directed cell migration",2003,"Journal of cell science","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18342270241801550877",6,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPjRdh0AAAAJ&pagesize=100&citation_for_view=UPjRdh0AAAAJ:qjMakFHDy7sC",116,14,2917,2927,164,10.25,41,4,16
152,"AW Orr, CE Pedraza, MA Pallero, CA Elzie, S Goicoechea, DK Strickland, ...","Low density lipoprotein receptor–related protein is a calreticulin coreceptor that signals focal adhesion disassembly",2003,"The Journal of cell biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7686825719166461574",7,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPjRdh0AAAAJ&pagesize=100&citation_for_view=UPjRdh0AAAAJ:UeHWp8X0CEIC",161,6,1179,1189,152,9.50,22,7,16
135,"AW Orr, MH Ginsberg, SJ Shattil, H Deckmyn, MA Schwartz","Matrix-specific suppression of integrin activation in shear stress signaling",2006,"Molecular biology of the cell","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14204189860459050112",8,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPjRdh0AAAAJ&pagesize=100&citation_for_view=UPjRdh0AAAAJ:IjCSPb-OGe4C",17,11,4686,4697,135,10.38,27,5,13
119,"AW Orr, R Stockton, MB Simmers, JM Sanders, IJ Sarembock, ...","Matrix-specific p21-activated kinase activation regulates vascular permeability in atherogenesis",2007,"The Journal of cell biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7458987642452686979",9,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPjRdh0AAAAJ&pagesize=100&citation_for_view=UPjRdh0AAAAJ:Tyk-4Ss8FVUC",176,5,719,727,119,9.92,20,6,12
116,"SD Funk, A Yurdagul, AW Orr","Hyperglycemia and endothelial dysfunction in atherosclerosis: lessons from type 1 diabetes",2012,"International journal of vascular medicine","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14107727154629972314",10,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPjRdh0AAAAJ&pagesize=100&citation_for_view=UPjRdh0AAAAJ:roLk4NBRz8UC",2012,,,,116,16.57,39,3,7
