Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
675,"AS Popel, PC Johnson","Microcirculation and hemorheology",2005,"Annu. Rev. Fluid Mech.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16459051251169894828",1,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:d1gkVwhDpl0C",37,,43,69,675,48.21,338,2,14
443,"CD Eggleton, AS Popel","Large deformation of red blood cell ghosts in a simple shear flow",1998,"Physics of fluids","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3699371169686781696",2,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:u5HHmVD_uO8C",10,8,1834,1845,443,21.10,222,2,21
393,"AS Popel","Theory of oxygen transport to tissue",1989,"Crit Rev Biomed Eng","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16553905652946932992",3,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:_5tno0g5mFcC",17,,257,321,393,13.10,393,1,30
273,"WJ Federspiel, AS Popel","A theoretical analysis of the effect of the particulate nature of blood on oxygen release in capillaries",1986,"Microvascular research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6508118351735478161",4,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:u-x6o8ySG0sC",32,2,164,189,273,8.27,137,2,33
269,"JB Park, JD Bronzino","The biomedical engineering handbook",2000,"Boca Raton, FL: CRC Press","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4270965654592140581",5,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:pAkWuXOU-OoC",4,,1,8,269,14.16,135,2,19
265,"M Sharan, AS Popel","A two‐phase model for flow of blood in narrow tubes with increased effective viscosity near the wall",2001,"Biorheology 38 (5, 6)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8933072966599111279",6,"2019-05-16","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:qjMakFHDy7sC",,,415,428,265,14.72,133,2,18
258,"JJ Bishop, PR Nance, AS Popel, M Intaglietta, PC Johnson","Effect of erythrocyte aggregation on velocity profiles in venules",2001,"American Journal of Physiology-Heart and Circulatory Physiology 280 (1 …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2078110152125341206",7,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:2osOgNQ5qMEC",,,,,258,14.33,52,5,18
238,"MH Friedman, review Popel, AS","Principles and models of biological transport",1986,"","Springer-Verlag","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=743528402700985320,13071023202305627150",8,"2019-05-16","Book","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:eMMeJKvmdy0C",,,,,238,7.21,79,3,33
229,"J Zhang, PC Johnson, AS Popel","Red blood cell aggregation and dissociation in shear flows simulated by lattice Boltzmann method",2008,"Journal of biomechanics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3978841235029446663",9,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:0EnyYjriUFMC",41,1,47,55,229,20.82,76,3,11
212,"C Kut, F Mac Gabhann, AS Popel","Where is VEGF in the body? A meta-analysis of VEGF distribution in cancer",2007,"British journal of cancer","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16379158404894098164",10,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:LkGwnXOMwfcC",97,7,978,978,212,17.67,71,3,12
194,"J Zhang, PC Johnson, AS Popel","Effects of erythrocyte deformability and aggregation on the cell free layer and apparent viscosity of microscopic blood flows",2009,"Microvascular research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3272484221166768089",11,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:aqlVkmm33-oC",77,3,265,272,194,19.40,65,3,10
191,"FTH Wu, MO Stefanini, F Mac Gabhann, CD Kontos, BH Annex, AS Popel","A systems biology perspective on sVEGFR1: its biological function, pathogenic role and therapeutic use",2010,"Journal of cellular and molecular medicine","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9378337100862135701",12,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:RHpTSmoSYBkC",14,3,528,552,191,21.22,32,6,9
189,"P Bagchi, PC Johnson, AS Popel","Computational fluid dynamic simulation of aggregation of deformable cells in a shear flow",2005,"Journal of biomechanical engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2217801681338056691",13,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:Y0pCki6q_DkC",127,7,1070,1080,189,13.50,63,3,14
188,"M Cabel, HJ Meiselman, AS Popel, PC Johnson","Contribution of red blood cell aggregation to venous vascular resistance in skeletal muscle",1997,"Am J Physiol (Heart Circ Physiol 41) 272, H1020-H","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15930840653932891916",14,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:9yKSN-GCB0IC",1032,,,,188,8.55,47,4,22
183,"F Mac Gabhann, AS Popel","Systems biology of vascular endothelial growth factors",2008,"Microcirculation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15747497108888880105",15,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:5nxA0vEk-isC",15,8,715,738,183,16.64,92,2,11
180,"D Goldman, AS Popel","A computational study of the effect of capillary network anastomoses and tortuosity on oxygen transport",2000,"Journal of Theoretical Biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2290750796389282808",16,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:eQOLeE2rZwMC",206,2,181,194,180,9.47,90,2,19
179,"J Zhang, PC Johnson, AS Popel","An immersed boundary lattice Boltzmann approach to simulate deformable liquid capsules and its application to microscopic blood flows",2007,"Physical biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14395995887100252545",17,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=owqUYWMAAAAJ&pagesize=100&citation_for_view=owqUYWMAAAAJ:hFOr9nPyWt4C",4,4,285,285,179,14.92,60,3,12
