Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
84,"IM Aspalter, E Gordon, A Dubrac, A Ragab, J Narloch, P Vizán, I Geudens, ...","Alk1 and Alk5 inhibition by Nrp1 controls vascular sprouting downstream of Notch",2015,"Nature communications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6541581658822327200",1,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:d1gkVwhDpl0C",6,,7264,7264,84,21.00,11,8,4
58,"N Rama, A Dubrac, T Mathivet, RAN Chárthaigh, G Genet, B Cristofaro, ...","Slit2 signaling through Robo1 and Robo2 is required for retinal neovascularization",2015,"Nature medicine","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3928967848018860983",2,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:qjMakFHDy7sC",21,5,483,483,58,14.50,8,7,4
54,"AA Lanahan, D Lech, A Dubrac, J Zhang, ZW Zhuang, A Eichmann, ...","PTP1b is a physiologic regulator of vascular endothelial growth factor signaling in endothelial cells",2014,"Circulation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7058490683763471641",3,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:9yKSN-GCB0IC",130,11,902,909,54,10.80,8,7,5
52,"P Yu, K Wilhelm, A Dubrac, JK Tung, TC Alves, JS Fang, Y Xie, J Zhu, ...","FGF-dependent metabolic control of vascular development",2017,"Nature","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17944711189562770342",4,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:3fE2CSJIrl8C",545,7653,224,224,52,26.00,6,9,2
37,"N Baeyens, B Larrivée, R Ola, B Hayward-Piatkowskyi, A Dubrac, ...","Defective fluid shear stress mechanotransduction mediates hereditary hemorrhagic telangiectasia",2016,"J Cell Biol","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14231750712801045498",5,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:W7OEmFMy1HYC",214,7,807,816,37,12.33,6,6,3
36,"R Ola, A Dubrac, J Han, F Zhang, JS Fang, B Larrivée, M Lee, AA Urarte, ...","PI3 kinase inhibition improves vascular malformations in mouse models of hereditary haemorrhagic telangiectasia",2016,"Nature communications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7519197236322063736",6,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:WF5omc3nYNoC",7,,13650,13650,36,12.00,4,9,3
35,"A Dubrac, C Quemener, E Lacazette, F Lopez, C Zanibellato, WG Wu, ...","Functional divergence between 2 chemokines is conferred by single amino acid change",2010,"Blood","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3952574392694291084",7,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:u5HHmVD_uO8C",116,22,4703,4711,35,3.89,5,7,9
32,"SC Sorli, S Colié, V Albinet, A Dubrac, C Touriol, N Guilbaud, C Bedia, ...","The nonlysosomal β-glucosidase GBA2 promotes endoplasmic reticulum stress and impairs tumorigenicity of human melanoma cells",2013,"The FASEB Journal","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4365432133738467757",8,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:u-x6o8ySG0sC",27,2,489,498,32,5.33,4,8,6
30,"A Cammas, A Dubrac, B Morel, A Lamaa, C Touriol, MP Teulade-Fichou, ...","Stabilization of the G-quadruplex at the VEGF IRES represses cap-independent translation",2015,"RNA biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15365081048114613018",9,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:IjCSPb-OGe4C",12,3,320,329,30,7.50,4,7,4
26,"L Nie, X Guo, L Esmailzadeh, J Zhang, A Asadi, M Collinge, X Li, JD Kim, ...","Transmembrane protein ESDN promotes endothelial VEGF signaling and regulates angiogenesis",2013,"The Journal of clinical investigation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15750424620126033138",10,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:2osOgNQ5qMEC",123,12,5082,5097,26,4.33,3,9,6
23,"G Genet, C Guilbeau-Frugier, B Honton, E Dague, MD Schneider, ...","Ephrin-B1 is a novel specific component of the lateral membrane of the cardiomyocyte and is essential for the stability of cardiac tissue architecture cohesion",2012,"Circulation research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9310113149142298684",11,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:zYLM7Y9cAGgC",110,5,688,700,23,3.29,4,6,7
22,"JH Kuo, YP Chen, JS Liu, A Dubrac, C Quemener, H Prats, A Bikfalvi, ...","Alternative C-Terminal Helix Orientation Alters Chemokine Function STRUCTURE OF THE ANTI-ANGIOGENIC CHEMOKINE, CXCL4L1",2013,"Journal of Biological Chemistry","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10817858676336979979",12,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:UeHWp8X0CEIC",288,19,13522,13533,22,3.67,3,8,6
20,"C Philippe, A Dubrac, C Quelen, A Desquesnes, L Van Den Berghe, ...","PERK mediates the IRES-dependent translational activation of mRNAs encoding angiogenic growth factors after ischemic stress",2016,"Sci. Signal. 9 (426), ra44-ra","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3034239177382138498",13,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:eQOLeE2rZwMC",44,,,,20,6.67,3,6,3
19,"A Dubrac, G Genet, R Ola, F Zhang, L Pibouin-Fragner, J Han, J Zhang, ...","Targeting NCK-mediated endothelial cell front-rear polarity inhibits neovascularization",2016,"Circulation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4029517407569948972",14,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:Y0pCki6q_DkC",133,4,409,421,19,6.33,2,8,3
18,"A Jabouille, M Delugin, R Pineau, A Dubrac, F Soulet, S Lhomond, ...","Glioblastoma invasion and cooption depend on IRE1α endoribonuclease activity",2015,"Oncotarget","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1878309319587040090",15,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:Tyk-4Ss8FVUC",6,28,24922,24922,18,4.50,3,7,4
16,"C Quemener, J Baud, K Boyé, A Dubrac, C Billottet, F Soulet, F Darlot, ...","Dual roles for CXCL4 chemokines and CXCR3 in angiogenesis and invasion of pancreatic cancer",2016,"Cancer research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6043941881288125237",16,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:LkGwnXOMwfcC",76,22,6507,6519,16,5.33,2,8,3
13,"F Zhang, C Prahst, T Mathivet, L Pibouin-Fragner, J Zhang, G Genet, ...","The Robo4 cytoplasmic domain is dispensable for vascular permeability and neovascularization",2016,"Nature communications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2627681691577568708",17,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:_FxGoFyzp5QC",7,,13517,13517,13,4.33,2,7,3
10,"F Zhang, G Zarkada, J Han, J Li, A Dubrac, R Ola, G Genet, K Boyé, ...","Lacteal junction zippering protects against diet-induced obesity",2018,"Science","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6362421435266104457",18,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:ULOm3_A8WrAC",361,6402,599,603,10,10.00,1,9,1
10,"L Pardanaud, L Pibouin-Fragner, A Dubrac, T Mathivet, I English, I Brunet, ...","Sympathetic innervation promotes arterial fate by enhancing endothelial ERK activity",2016,"Circulation research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3185662175183207778",19,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:YsMSGLbcyi4C",119,5,607,620,10,3.33,1,7,3
5,"R Ola, SH Künzel, F Zhang, G Genet, R Chakraborty, L Pibouin-Fragner, ...","SMAD4 Prevents Flow Induced Arteriovenous Malformations by Inhibiting Casein Kinase 2",2018,"Circulation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13126302396317526543",20,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:KlAtU1dfN6UC",138,21,2379,2394,5,5.00,1,7,1
5,"IM Aspalter, E Gordon, A Dubrac, A Ragab, J Narloch","Viza ́ n, P",2015,"Geudens, I., Collins, RT, Franco, CA, Abrahams, CL et al","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8095790490595602285",21,"2019-05-15","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xYgYGj0AAAAJ&pagesize=100&citation_for_view=xYgYGj0AAAAJ:kNdYIx-mwKoC",,,,,5,1.25,1,5,4
