Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
235,"CCJ Carpenter, JO Davis…","Relation of renin, angiotensin II, and experimental renal hypertension to aldosterone secretion",1961,"The Journal of clinical …","Am Soc Clin Investig","https://www.jci.org/articles/view/104429/files/pdf","https://scholar.google.com/scholar?cites=17413585960820760841&as_sdt=800005&sciodt=0,15&hl=en",1,"2019-05-27","PDF","","","",,,,,235,4.05,78,3,58
225,"JO Davis, PM Hartroft, EO Titus…","The role of the renin-angiotensin system in the control of aldosterone secretion",1962,"The Journal of …","Am Soc Clin Investig","https://www.jci.org/articles/view/104492/files/pdf","https://scholar.google.com/scholar?cites=3167596136921453941&as_sdt=800005&sciodt=0,15&hl=en",2,"2019-05-27","PDF","","","",,,,,225,3.95,56,4,57
223,"JO Davis, CCJ Carpenter, CR Ayers…","Evidence for secretion of an aldosterone-stimulating hormone by the kidney",1961,"The Journal of …","Am Soc Clin Investig","https://www.jci.org/articles/view/104301/files/pdf","https://scholar.google.com/scholar?cites=14077221701018947313&as_sdt=800005&sciodt=0,15&hl=en",3,"2019-05-27","PDF","","","",,,,,223,3.84,56,4,58
204,"MB Merickel, CS Carman, JR Brookeman…","Noninvasive medical imaging system and method for the identification and 3-D display of atherosclerosis and the like",1990,"US Patent …","Google Patents","https://patents.google.com/patent/US4945478A/en","https://scholar.google.com/scholar?cites=13403407115133699520&as_sdt=800005&sciodt=0,15&hl=en",4,"2019-05-27","","","","",,,,,204,7.03,51,4,29
185,"CJ Tegtmeyer, JB Selby, GD Hartwell, C Ayers…","Results and complications of angioplasty in fibromuscular disease.",1991,"Circulation","europepmc.org","https://europepmc.org/abstract/med/1825043","https://scholar.google.com/scholar?cites=2510165178796223139&as_sdt=800005&sciodt=0,15&hl=en",5,"2019-05-27","","","","",,,,,185,6.61,37,5,28
177,"CJ Tegtmeyer, R Dyer, CD Teates, CR Ayers…","Percutaneous transluminal dilatation of the renal arteries: techniques and results.",1980,"Radiology","pubs.rsna.org","https://pubs.rsna.org/doi/abs/10.1148/radiology.135.3.7384440","https://scholar.google.com/scholar?cites=7504427192027616492&as_sdt=800005&sciodt=0,15&hl=en",6,"2019-05-27","","","","",,,,,177,4.54,35,5,39
169,"RL Desmarais, IJ Sarembock, CR Ayers, SM Vernon…","Elevated serum lipoprotein (a) is a risk factor for clinical recurrence after coronary balloon angioplasty",1995,"Circulation","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.cir.91.5.1403","https://scholar.google.com/scholar?cites=13486301494351855540&as_sdt=800005&sciodt=0,15&hl=en",7,"2019-05-27","","","","",,,,,169,7.04,34,5,24
155,"JO Davis, CR Ayers…","Renal origin of an aldosterone-stimulating hormone in dogs with thoracic caval constriction and in sodium-depleted dogs",1961,"The Journal of clinical …","Am Soc Clin Investig","https://www.jci.org/articles/view/104377/files/pdf","https://scholar.google.com/scholar?cites=3927360480058360362&as_sdt=800005&sciodt=0,15&hl=en",8,"2019-05-27","PDF","","","",,,,,155,2.67,52,3,58
108,"JP Mauldin, MH Nagelin, AJ Wojcik, S Srinivasan…","CLINICAL PERSPECTIVE",2008,"Circulation","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/CIRCULATIONAHA.107.741314","https://scholar.google.com/scholar?cites=14232728238882718466&as_sdt=800005&sciodt=0,15&hl=en",9,"2019-05-27","","","","",,,,,108,9.82,22,5,11
106,"CR Ayers","Plasma renin activity and renin-substrate concentration in patients with liver disease",1967,"Circulation research","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/res.20.6.594","https://scholar.google.com/scholar?cites=13722016368630040643&as_sdt=800005&sciodt=0,15&hl=en",10,"2019-05-27","","","","",,,,,106,2.04,106,1,52
