Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
496,"B Lilly, B Zhao, G Ranganayakulu, BM Paterson, RA Schulz, EN Olson","Requirement of MADS domain transcription factor D-MEF2 for muscle formation in Drosophila",1995,"Science","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13418443016432377726",1,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PdI4JjAAAAAJ&pagesize=100&citation_for_view=PdI4JjAAAAAJ:u5HHmVD_uO8C",267,5198,688,693,496,20.67,83,6,24
255,"P Cserjesi, B Lilly, L Bryson, Y Wang, DA Sassoon, EN Olson","MHox: a mesodermally restricted homeodomain protein that binds an essential site in the muscle creatine kinase enhancer",1992,"Development","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14644648798645209266",2,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PdI4JjAAAAAJ&pagesize=100&citation_for_view=PdI4JjAAAAAJ:u-x6o8ySG0sC",115,4,1087,1101,255,9.44,43,6,27
239,"B Lilly, S Galewsky, AB Firulli, RA Schulz, EN Olson","D-MEF2: a MADS box transcription factor expressed in differentiating mesoderm and muscle cell lineages during Drosophila embryogenesis",1994,"Proceedings of the national academy of sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6509946564641625250",3,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PdI4JjAAAAAJ&pagesize=100&citation_for_view=PdI4JjAAAAAJ:d1gkVwhDpl0C",91,12,5662,5666,239,9.56,48,5,25
208,"H Liu, S Kennard, B Lilly","NOTCH3 expression is induced in mural cells through an autoregulatory loop that requires endothelial-expressed JAGGED1",2009,"Circulation research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17576381028664579875",4,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PdI4JjAAAAAJ&pagesize=100&citation_for_view=PdI4JjAAAAAJ:qjMakFHDy7sC",104,4,466,475,208,20.80,69,3,10
129,"H Liu, W Zhang, S Kennard, RB Caldwell, B Lilly","Notch3 is critical for proper angiogenesis and mural cell investment",2010,"Circulation research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4665497520172087123",5,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PdI4JjAAAAAJ&pagesize=100&citation_for_view=PdI4JjAAAAAJ:ufrVoPGSRksC",107,7,860,870,129,14.33,26,5,9
114,"S Kennard, H Liu, B Lilly","Transforming growth factor-β (TGF-β1) down-regulates Notch3 in fibroblasts to promote smooth muscle gene expression",2008,"Journal of Biological Chemistry","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4800770868757345028",6,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PdI4JjAAAAAJ&pagesize=100&citation_for_view=PdI4JjAAAAAJ:UeHWp8X0CEIC",283,3,1324,1333,114,10.36,38,3,11
107,"S Kuratani, JF Martin, S Wawersik, B Lilly, G Eichele, EN Olson","The expression pattern of the chick homeobox gene gMHox suggests a role in patterning of the limbs and face and in compartmentalization of somites",1994,"Developmental biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1393710079605655409",7,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PdI4JjAAAAAJ&pagesize=100&citation_for_view=PdI4JjAAAAAJ:9yKSN-GCB0IC",161,2,357,369,107,4.28,18,6,25
94,"H Liu, B Chen, B Lilly","Fibroblasts potentiate blood vessel formation partially through secreted factor TIMP-1",2008,"Angiogenesis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14197236748521087767",8,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PdI4JjAAAAAJ&pagesize=100&citation_for_view=PdI4JjAAAAAJ:Tyk-4Ss8FVUC",11,3,223,234,94,8.55,31,3,11
83,"K Bosse, CP Hans, N Zhao, SN Koenig, N Huang, A Guggilam, S LaHaye, ...","Endothelial nitric oxide signaling regulates Notch1 in aortic valve disease",2013,"Journal of molecular and cellular cardiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14506147298029938829",9,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PdI4JjAAAAAJ&pagesize=100&citation_for_view=PdI4JjAAAAAJ:KlAtU1dfN6UC",60,,27,35,83,13.83,10,8,6
83,"A Lindsley, P Snider, H Zhou, R Rogers, J Wang, M Olaopa, ...","Identification and characterization of a novel Schwann and outflow tract endocardial cushion lineage-restricted periostin enhancer",2007,"Developmental biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18145724265177663565",10,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PdI4JjAAAAAJ&pagesize=100&citation_for_view=PdI4JjAAAAAJ:eQOLeE2rZwMC",307,2,340,355,83,6.92,12,7,12
